id,text,cat_val
168,"The mRNA in the vaccine silences your genes. This can lead to heart disease, cancers, etc. People think I’m crazy when I tell them that it modifies their genes. Sheep willingly inject the tissues they take from the lungs of an infant. It isn’t about covid, it’s about depopulation https://t.co/AFQKruudom",R
169,The Nazis created an untermenschen with the Jews portrayed as the dirty disease carriers. People spat at the Jews in the street. The government knows exactly the game they are playing with their false narrative that the unvaccinated are responsible for disease.,G
170,The Nazis created an untermenschen with the Jews portrayed as the dirty disease carriers. People spat at the Jews in the street. The government knows exactly the game they are playing with their false narrative that the unvaccinated are responsible for disease.,M
171,"@OurTemples @sgurumurthy @VanathiBJP This is global conspiracy, not just local headache!
Every corporate office, every reality shows, movies, medias, so called celebrities and elites all are promoting #LGBT. This is part of bigger #Agenda21 (Depopulation) along with fake pandemics and mass vaccinations n many more.",G
174,"@GHOSN_FADI11 Former Pfizer VP says experimental Covid-19 vaccines could be “used for massive-scale depopulation”
Wednesday, March 31, 2021 by: Ethan Huff",G
175,"@Ericdun19416783 Perhaps 4 jabs will do the trick? No? How about 12 jabs a year? One every month. Plus restrictions, masks &amp; Covid passports. And fines for the unvaccinated? No. Just prison camps, sorry ""re-education camp"", sorry ""de-radicalisation holidays "" for the unvaccinated. Sound ok?...",M
176,"@rickydbryan @Asher_Wolf @FatherBob I'm also angry that JobSeeker mutual obligations are being ramped up already, when so few ppl have been vaccinated.
If we refuse to comply because we're unvaccinated, vulnerable, &amp; scared, we'll lose benefits.
Meanwhile pollies enjoy the protection of their vaccine.",M
178,@willcarling @EssexPR Soon you'll have to add vaccinated and  unvaccinated as that seems to be the new perfectly acceptable way to discriminate against people these days.,M
179,"Gyms not allowing the vaxxed to train due to insurance reasons, private health insurance companies NOT covering vaccine injuries, vaccine manufacturers NOT paying out for any side effects, but its okay mass populationof the world, the experimental vaccine is perfectly safe 😉",R
180,"#NHS tell the #public to ignore the #MHRA #yellowcard data &amp; only  believe their claims on #Coronavirus #vaccine #sideeffects   #informedconsent #prisoner  #dictatorship #NWO #WEF 
#UKColumn #News - 31st March 2021 https://t.co/9zZm11J9Sy via @YouTube",G
181,"#NHS tell the #public to ignore the #MHRA #yellowcard data &amp; only  believe their claims on #Coronavirus #vaccine #sideeffects   #informedconsent #prisoner  #dictatorship #NWO #WEF 
#UKColumn #News - 31st March 2021 https://t.co/9zZm11J9Sy via @YouTube",R
182,"#NHS tell the #public to ignore the #MHRA #yellowcard data &amp; only  believe their claims on #Coronavirus #vaccine #sideeffects   #informedconsent #prisoner  #dictatorship #NWO #WEF 
#UKColumn #News - 31st March 2021 https://t.co/9zZm11J9Sy via @YouTube",M
183,"@lifebiomedguru Everything seems to point to an intentional mass depopulation / genocide event. My guess is bank bureaucrats are panicked about repo '19 and the soon to come hyperinflation. Bonus is they get to say ""covid did it"".",G
184,@NoXuSeS_ @Petros22765665 @aubrey_huff The tweet is about a conspiracy for “depopulation”.  Try to keep up.,G
185,@RaptureReadyUK We are the lab rats for transhumanism and 90% depopulation. Doesn’t he ever think about meeting the Maker of the Universe when he dies and how he’s going to have to give an account of his evil actions?,G
186,"Seems that now the most powerful/influential man in the western world is a depopulation devotee, and owns vast amounts of the farmland, we can’t trust what we breathe or what we eat and drink. #gates Why are we allowing this? We know the dimming of the sun is already happening",G
187,"If I get this right, the Chinese aren't interested in being vaxxed so dump their vaccine on rest of world which is so terrified of dying from a virus that has 99.7% recovery rate that they're lining up desperate for the jab. That is how effective western media propaganda has been https://t.co/ltni0TmEFa",G
188,"And you thought that it wouldn't come HERE? This technocratic UN Agenda 2030 CONTROL plan is GLOBAL!  Israel, the U.K. and others are already using it and dividing between vaxxed and non-vaxxed, ~ feels like Nazi Germany!

Oh well, no more travel for me! I will NOT COMPLY! https://t.co/EoXPOyb3lP",M
189,@KikiwahTara Hear people are sick after taking Pfizer vaccine....So yes...let’s request full approval by June.... let’s hurry before somebody figures their depopulation agenda 🤔,G
190,"Mass non-compliance.
I will not be tested, tracked, masked or vaxxed.
My God given freedoms and rights can never be taken away.
I will never stop seeing my family.
I will meet who I want, when I want.
I DO NOT CONSENT!
If you want to obey these satanists, then to hell with you!",M
191,These monsters won’t stop until their plan is complete.....depopulation! https://t.co/9UReMR4VoX,G
192,@LynsPhotos @GuinnChastity There may be a reaction to the next flu strain that unvaccinated ppl may or may not experience. It should be the individuals informed choice to have/ not have the Jab.,M
193,"“Guinea pigs"" not just a  phrase here.  
Chairman of the Inquiry: ""There is the implicit suggestion that patients will not have been asked in advance..an element of using them as, to an extent, guinea pigs.”
https://t.co/va6p9Ug1Eo
#InformedConsent #ContaminatedBlood",R
194,@EGal89 @paulgraysonchip @Mainsey93 @PoliticsForAlI @IpsosMORI I don’t get that. If the unvaccinated were put on trains to death camps you’d be cool with that?,M
195,"43, 56, 22, 19, 58, 70, 63.

No, they're not my winning lottery numbers. 

These are the deaths recorded across the entire UK for each of the last 7 days. 

Avg - 47 per day
Avg age - 75
Most with underlying health conditions.

Yet my choice not to be vaxxed upsets some people?",R
196,"@Amanda26124748 This is the future, why do you think Bill Gates has been buying so much land?

One day the unvaccinated will be shot on sight...",M
197,"For anyone who thought my latest column was over the top, here's CounterPunch's Paul Street literally calling on the US government to establish ""internment camps"" for the Unvaccinated ... https://t.co/FS2s3pYCxP",M
199,"@angelalambert14 @Christi46847375 Something troubles me, if depopulation is the eventual aim, they would rather kill off the disobedient unvaccinated than the vaccinated who accept what they say and follow their rules.",G
200,"Taken off the NHS transplant list because he refuses the jab. The specialist excused such medical apartheid by saying '23 million have had it, so they can't all be wrong, can they?'. You see where your blind compliance has got us? YOU did this if you got needlessly vaxxed. https://t.co/3yT3vIoEEh",M
202,Macron and the lot are going to prison it's only a matter of time it's about control not a virus and of course depopulation cannot wait to see you all brought down @EmmanuelMacron,G
203,"WHY is every single person on twitter not screaming about Mondays announcement that unvaccinated peoples freedoms will be restricted in the uk??
WHY??????????? https://t.co/x2JWJjDZS5",M
204,"@JustinTrudeau This is laying the groundwork for internment of the unvaccinated. Conditioning in action. If this is accepted, there is no reason separating the unvaccinated will not be.",M
205,"Look at this 🤬🤬🤬 tons of people on this thread, mostly Americans, wanting to severely limit the rights of unvaccinated people. Outrageous!! https://t.co/zRyNjisRa6",M
206,"In 2009 Bill Gates held a secret meeting with a group of billionaires called ""The Good Club."" He was able to get them to sign on to the ""Giving Pledge"" so they could work in ""Lock Step"" towards a ""Great Reset"" which is how they will ""Build Back Better."" 

The goal?

Depopulation. https://t.co/AmJPHcwL0C",G
207,@TrishForTrump @McKaylaRoseJ The shutdowns are to protect those vaxxed w/the experimental synthetic pathogenic devices masquerading as coronavirus vaccines from encountering the next strain of Covid &amp; to protect those of us not vaxxed from you. It’s the dirty little secret they omitted.,M
209,"@OneVapid BECAUSE ALL POLITICAL PARTIES , LIBS, CONS, NDP ALL IN ON THE GREAT RESET !    ALL IN ON THE U.N. DEPOPULATION AGENDA !   THEY ARE ONLY IN IT FOR THEMSELVES !    PURE EVIL !",G
210,@TrishForTrump It's all about the new world order coming into existence. Power and greed and depopulation and destruction of those that oppose their idealogy.,G
211,What page in the bible does it say one must vax to go to church? https://t.co/bbnRVXe54I,M
212,@swissx7 @RealCandaceO Zucht Vs King 1922 set the precedent that public institutions can deny services to unvaccinated individuals. So statutory instruments are already there. If the Government has been guilty in the past its is reasonable to assume they have capacity to be guilty again in the future.,M
213,"@Elex_Michaelson @TheIssueIsShow Why are vaccinated people allowed more freedom than unvaccinated people when these cases occur???
https://t.co/phuvxwQTLB",M
214,"@C1Censored @0313RealT They why is it when the ""vaxxed"" people have blood tests it shows they have covid-19?",R
215,Bill Gates https://t.co/uIT2ccEwD2,G
216,"@AKRule @You_havetolaugh @imaerell I don't think they will need to do that, because they are making it difficult for the unvaxxed, however I don't think the vaxxed realise this will not be giving them freedom, the Globalists have no intention of only controlling a part of society, they will be restricted too",G
217,"@AKRule @You_havetolaugh @imaerell I don't think they will need to do that, because they are making it difficult for the unvaxxed, however I don't think the vaxxed realise this will not be giving them freedom, the Globalists have no intention of only controlling a part of society, they will be restricted too",M
218,@drsimonegold @GovRonDeSantis Every business owner that endorses a COVID passport is discriminating against the unvaccinated population. And pushing a communistic agenda. Lastly you’re violating my right to privacy!,M
219,@bundy201065 @theJeremyVine @MartinDaubney @benatipsosmori So unvaccinated pregnant women can access pubs and everything else but an unvaccinated male won't be able? You're an idiot,M
